time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure,Month_Day_Time,Month_Day_Time_numeric
2017-01-02 20:00:00+00:00,-1.67,78.45,88.4,309.21,34.85,224.85,2.0,61.0,102510.0,2025-01-02 20:00:00+00:00,1735848000.0
2017-01-02 21:00:00+00:00,-2.52,84.85,2.2,0.0,2.2,223.5,2.28,55.0,102540.0,2025-01-02 21:00:00+00:00,1735851600.0
2017-01-02 22:00:00+00:00,-3.6,88.2,0.0,0.0,0.0,220.6,2.62,51.0,102560.0,2025-01-02 22:00:00+00:00,1735855200.0
2017-01-02 23:00:00+00:00,-4.39,91.75,0.0,0.0,0.0,218.1,2.62,52.0,102540.0,2025-01-02 23:00:00+00:00,1735858800.0
2017-01-03 00:00:00+00:00,-5.14,88.05,0.0,0.0,0.0,216.15,2.83,50.0,102460.0,2025-01-03 00:00:00+00:00,1735862400.0
2017-01-03 01:00:00+00:00,-5.68,88.0,0.0,0.0,0.0,216.1,2.83,42.0,102420.0,2025-01-03 01:00:00+00:00,1735866000.0
2017-01-03 02:00:00+00:00,-6.15,88.0,0.0,0.0,0.0,213.85,2.76,39.0,102400.0,2025-01-03 02:00:00+00:00,1735869600.0
2017-01-03 03:00:00+00:00,-6.6,88.0,0.0,0.0,0.0,213.45,2.76,42.0,102330.0,2025-01-03 03:00:00+00:00,1735873200.0
2017-01-03 04:00:00+00:00,-6.93,87.95,0.0,0.0,0.0,217.5,2.9,46.0,102230.0,2025-01-03 04:00:00+00:00,1735876800.0
2017-01-03 05:00:00+00:00,-7.27,84.4,0.0,0.0,0.0,215.2,2.76,43.0,102180.0,2025-01-03 05:00:00+00:00,1735880400.0
2017-01-03 06:00:00+00:00,-7.34,84.4,0.0,0.0,0.0,235.7,2.76,42.0,102120.0,2025-01-03 06:00:00+00:00,1735884000.0
2017-01-03 07:00:00+00:00,-6.54,88.0,0.0,0.0,0.0,259.7,3.03,48.0,102000.0,2025-01-03 07:00:00+00:00,1735887600.0
2017-01-03 08:00:00+00:00,-6.17,88.0,0.0,0.0,0.0,274.6,2.9,46.0,101950.0,2025-01-03 08:00:00+00:00,1735891200.0
2017-01-03 09:00:00+00:00,-6.07,88.0,0.0,0.0,0.0,277.9,2.9,48.0,101880.0,2025-01-03 09:00:00+00:00,1735894800.0
2017-01-03 10:00:00+00:00,-5.76,84.5,0.0,0.0,0.0,287.0,2.97,48.0,101720.0,2025-01-03 10:00:00+00:00,1735898400.0
2017-01-03 11:00:00+00:00,-5.41,88.0,0.0,0.0,0.0,288.55,3.03,47.0,101630.0,2025-01-03 11:00:00+00:00,1735902000.0
2017-01-03 12:00:00+00:00,-5.02,84.55,0.0,0.0,0.0,295.5,3.1,51.0,101550.0,2025-01-03 12:00:00+00:00,1735905600.0
2017-01-03 13:00:00+00:00,-4.58,84.6,22.1,0.0,22.1,297.25,3.24,54.0,101460.0,2025-01-03 13:00:00+00:00,1735909200.0
2017-01-03 14:00:00+00:00,-3.97,88.15,40.5,0.84,40.35,300.55,3.03,56.0,101390.0,2025-01-03 14:00:00+00:00,1735912800.0
2017-01-03 15:00:00+00:00,-3.31,88.25,60.2,0.0,60.2,301.3,3.03,54.0,101320.0,2025-01-03 15:00:00+00:00,1735916400.0
2017-01-03 16:00:00+00:00,-2.56,91.85,57.9,0.0,57.9,304.05,3.1,57.0,101200.0,2025-01-03 16:00:00+00:00,1735920000.0
2017-01-03 17:00:00+00:00,-1.71,91.9,43.4,0.0,43.4,305.55,3.03,64.0,101060.0,2025-01-03 17:00:00+00:00,1735923600.0
2017-01-03 18:00:00+00:00,-1.13,95.6,40.15,0.0,40.15,307.3,2.97,66.0,100900.0,2025-01-03 18:00:00+00:00,1735927200.0
2017-01-03 19:00:00+00:00,-0.74,91.95,26.9,0.0,26.9,309.05,3.1,55.0,100760.0,2025-01-03 19:00:00+00:00,1735930800.0
2017-01-03 20:00:00+00:00,-0.52,95.6,12.0,0.0,12.0,311.55,3.38,50.0,100630.0,2025-01-03 20:00:00+00:00,1735934400.0
2017-01-03 21:00:00+00:00,-0.27,92.0,0.7,0.0,0.7,311.55,3.72,55.0,100530.0,2025-01-03 21:00:00+00:00,1735938000.0
2017-01-03 22:00:00+00:00,-0.09,92.0,0.0,0.0,0.0,311.0,3.79,57.0,100450.0,2025-01-03 22:00:00+00:00,1735941600.0
2017-01-03 23:00:00+00:00,0.0,92.0,0.0,0.0,0.0,311.0,3.79,57.0,100350.0,2025-01-03 23:00:00+00:00,1735945200.0
2017-01-04 00:00:00+00:00,0.01,92.0,0.0,0.0,0.0,310.4,3.66,54.0,100250.0,2025-01-04 00:00:00+00:00,1735948800.0
2017-01-04 01:00:00+00:00,-0.03,95.6,0.0,0.0,0.0,310.35,3.79,50.0,100100.0,2025-01-04 01:00:00+00:00,1735952400.0
2017-01-04 02:00:00+00:00,-0.09,95.6,0.0,0.0,0.0,309.05,4.14,48.0,99930.0,2025-01-04 02:00:00+00:00,1735956000.0
2017-01-04 03:00:00+00:00,-0.17,95.6,0.0,0.0,0.0,309.65,4.28,48.0,99770.0,2025-01-04 03:00:00+00:00,1735959600.0
2017-01-04 04:00:00+00:00,-0.32,92.0,0.0,0.0,0.0,309.45,4.34,47.0,99650.0,2025-01-04 04:00:00+00:00,1735963200.0
2017-01-04 05:00:00+00:00,-0.58,95.6,0.0,0.0,0.0,308.3,4.69,48.0,99500.0,2025-01-04 05:00:00+00:00,1735966800.0
2017-01-04 06:00:00+00:00,-0.88,95.6,0.0,0.0,0.0,306.15,4.69,50.0,99350.0,2025-01-04 06:00:00+00:00,1735970400.0
2017-01-04 07:00:00+00:00,-0.51,95.6,0.0,0.0,0.0,306.35,3.86,59.0,99220.0,2025-01-04 07:00:00+00:00,1735974000.0
2017-01-04 08:00:00+00:00,-0.69,95.6,0.0,0.0,0.0,305.55,3.72,59.0,99080.0,2025-01-04 08:00:00+00:00,1735977600.0
2017-01-04 09:00:00+00:00,-0.93,99.4,0.0,0.0,0.0,304.8,3.52,61.0,98940.0,2025-01-04 09:00:00+00:00,1735981200.0
2017-01-04 10:00:00+00:00,-1.19,95.6,0.0,0.0,0.0,304.4,3.03,60.0,98830.0,2025-01-04 10:00:00+00:00,1735984800.0
2017-01-04 11:00:00+00:00,-1.45,95.6,0.0,0.0,0.0,302.85,2.69,57.0,98750.0,2025-01-04 11:00:00+00:00,1735988400.0
2017-01-04 12:00:00+00:00,-1.63,95.6,0.0,0.0,0.0,302.1,2.28,51.0,98690.0,2025-01-04 12:00:00+00:00,1735992000.0
2017-01-04 13:00:00+00:00,-1.76,95.6,23.45,0.0,23.45,301.7,1.93,43.0,98650.0,2025-01-04 13:00:00+00:00,1735995600.0
2017-01-04 14:00:00+00:00,-1.72,95.6,42.45,3.63,41.8,302.65,1.86,39.0,98620.0,2025-01-04 14:00:00+00:00,1735999200.0
2017-01-04 15:00:00+00:00,-1.65,91.9,98.2,0.71,98.0,303.45,1.72,40.0,98560.0,2025-01-04 15:00:00+00:00,1736002800.0
2017-01-04 16:00:00+00:00,-1.19,91.95,93.0,0.43,92.85,305.75,0.9,61.0,98490.0,2025-01-04 16:00:00+00:00,1736006400.0
2017-01-04 17:00:00+00:00,-0.73,91.95,81.3,0.0,81.3,307.5,0.55,166.0,98400.0,2025-01-04 17:00:00+00:00,1736010000.0
2017-01-04 18:00:00+00:00,0.02,95.6,149.55,93.12,117.45,309.05,2.21,210.0,98360.0,2025-01-04 18:00:00+00:00,1736013600.0
2017-01-04 19:00:00+00:00,1.64,88.6,153.85,206.42,96.0,306.75,4.76,230.0,98400.0,2025-01-04 19:00:00+00:00,1736017200.0
2017-01-04 20:00:00+00:00,2.17,82.05,82.0,228.32,41.4,290.65,4.55,236.0,98390.0,2025-01-04 20:00:00+00:00,1736020800.0
2017-01-04 21:00:00+00:00,1.28,82.0,3.9,24.77,2.8,250.05,4.14,230.0,98410.0,2025-01-04 21:00:00+00:00,1736024400.0
2017-01-04 22:00:00+00:00,0.14,88.45,0.0,0.0,0.0,254.5,4.21,229.0,98450.0,2025-01-04 22:00:00+00:00,1736028000.0
2017-01-04 23:00:00+00:00,-0.26,85.1,0.0,0.0,0.0,273.85,5.31,234.0,98480.0,2025-01-04 23:00:00+00:00,1736031600.0
2017-01-05 00:00:00+00:00,-0.97,85.0,0.0,0.0,0.0,276.95,7.17,243.0,98590.0,2025-01-05 00:00:00+00:00,1736035200.0
2017-01-05 01:00:00+00:00,-1.72,78.45,0.0,0.0,0.0,273.55,6.83,241.0,98680.0,2025-01-05 01:00:00+00:00,1736038800.0
2017-01-05 02:00:00+00:00,-2.61,75.2,0.0,0.0,0.0,250.8,6.83,240.0,98720.0,2025-01-05 02:00:00+00:00,1736042400.0
2017-01-05 03:00:00+00:00,-3.81,72.05,0.0,0.0,0.0,221.95,6.69,241.0,98790.0,2025-01-05 03:00:00+00:00,1736046000.0
2017-01-05 04:00:00+00:00,-4.9,74.8,0.0,0.0,0.0,208.05,6.48,241.0,98870.0,2025-01-05 04:00:00+00:00,1736049600.0
2017-01-05 05:00:00+00:00,-5.9,74.6,0.0,0.0,0.0,194.1,6.14,239.0,98920.0,2025-01-05 05:00:00+00:00,1736053200.0
2017-01-05 06:00:00+00:00,-6.58,68.65,0.0,0.0,0.0,205.9,6.0,236.0,98960.0,2025-01-05 06:00:00+00:00,1736056800.0
2017-01-05 07:00:00+00:00,-7.26,68.55,0.0,0.0,0.0,201.85,5.66,234.0,99030.0,2025-01-05 07:00:00+00:00,1736060400.0
2017-01-05 08:00:00+00:00,-7.62,68.45,0.0,0.0,0.0,206.7,6.0,236.0,99070.0,2025-01-05 08:00:00+00:00,1736064000.0
2017-01-05 09:00:00+00:00,-7.66,68.45,0.0,0.0,0.0,219.85,6.48,238.0,99090.0,2025-01-05 09:00:00+00:00,1736067600.0
2017-01-05 10:00:00+00:00,-7.66,71.4,0.0,0.0,0.0,228.35,6.83,244.0,99180.0,2025-01-05 10:00:00+00:00,1736071200.0
2017-01-05 11:00:00+00:00,-8.39,71.3,0.0,0.0,0.0,211.5,6.76,255.0,99320.0,2025-01-05 11:00:00+00:00,1736074800.0
2017-01-05 12:00:00+00:00,-9.71,68.0,0.0,0.0,0.0,202.8,6.55,261.0,99510.0,2025-01-05 12:00:00+00:00,1736078400.0
2017-01-05 13:00:00+00:00,-10.73,64.95,86.85,848.49,47.7,197.0,6.21,261.0,99670.0,2025-01-05 13:00:00+00:00,1736082000.0
2017-01-05 14:00:00+00:00,-11.05,64.8,230.15,873.53,73.25,185.75,6.14,260.0,99820.0,2025-01-05 14:00:00+00:00,1736085600.0
2017-01-05 15:00:00+00:00,-10.99,62.05,340.8,906.67,85.05,176.85,5.79,258.0,99890.0,2025-01-05 15:00:00+00:00,1736089200.0
2017-01-05 16:00:00+00:00,-10.58,59.5,380.05,774.52,111.65,175.9,6.14,256.0,99950.0,2025-01-05 16:00:00+00:00,1736092800.0
2017-01-05 17:00:00+00:00,-9.95,59.65,383.25,748.09,107.5,180.55,6.07,253.0,99950.0,2025-01-05 17:00:00+00:00,1736096400.0
2017-01-05 18:00:00+00:00,-9.17,57.35,287.3,415.82,143.1,184.4,6.07,254.0,99970.0,2025-01-05 18:00:00+00:00,1736100000.0
2017-01-05 19:00:00+00:00,-7.73,55.3,215.45,420.1,96.75,209.2,5.79,253.0,100010.0,2025-01-05 19:00:00+00:00,1736103600.0
2017-01-05 20:00:00+00:00,-7.22,55.45,95.9,279.55,45.5,197.75,5.03,253.0,100030.0,2025-01-05 20:00:00+00:00,1736107200.0
2017-01-05 21:00:00+00:00,-7.46,60.25,4.7,30.88,3.25,186.55,4.28,255.0,100080.0,2025-01-05 21:00:00+00:00,1736110800.0
2017-01-05 22:00:00+00:00,-8.08,65.5,0.0,0.0,0.0,188.85,3.79,257.0,100120.0,2025-01-05 22:00:00+00:00,1736114400.0
2017-01-05 23:00:00+00:00,-8.49,68.25,0.0,0.0,0.0,193.15,3.45,255.0,100180.0,2025-01-05 23:00:00+00:00,1736118000.0
2017-01-06 00:00:00+00:00,-8.91,68.25,0.0,0.0,0.0,200.7,2.97,251.0,100210.0,2025-01-06 00:00:00+00:00,1736121600.0
2017-01-06 01:00:00+00:00,-9.53,74.1,0.0,0.0,0.0,199.8,2.62,242.0,100260.0,2025-01-06 01:00:00+00:00,1736125200.0
2017-01-06 02:00:00+00:00,-10.13,77.2,0.0,0.0,0.0,195.45,2.55,238.0,100330.0,2025-01-06 02:00:00+00:00,1736128800.0
2017-01-06 03:00:00+00:00,-10.64,80.5,0.0,0.0,0.0,194.85,2.48,244.0,100380.0,2025-01-06 03:00:00+00:00,1736132400.0
2017-01-06 04:00:00+00:00,-11.2,80.45,0.0,0.0,0.0,191.95,2.41,248.0,100440.0,2025-01-06 04:00:00+00:00,1736136000.0
2017-01-06 05:00:00+00:00,-11.94,80.35,0.0,0.0,0.0,186.15,2.34,252.0,100470.0,2025-01-06 05:00:00+00:00,1736139600.0
2017-01-06 06:00:00+00:00,-12.86,80.25,0.0,0.0,0.0,175.9,2.28,255.0,100500.0,2025-01-06 06:00:00+00:00,1736143200.0
2017-01-06 07:00:00+00:00,-12.16,83.8,0.0,0.0,0.0,180.75,2.48,250.0,100530.0,2025-01-06 07:00:00+00:00,1736146800.0
2017-01-06 08:00:00+00:00,-12.82,83.75,0.0,0.0,0.0,181.7,2.34,253.0,100610.0,2025-01-06 08:00:00+00:00,1736150400.0
2017-01-06 09:00:00+00:00,-13.65,83.65,0.0,0.0,0.0,177.45,2.21,262.0,100660.0,2025-01-06 09:00:00+00:00,1736154000.0
2017-01-06 10:00:00+00:00,-14.52,87.25,0.0,0.0,0.0,174.15,2.14,267.0,100700.0,2025-01-06 10:00:00+00:00,1736157600.0
2017-01-06 11:00:00+00:00,-15.3,83.45,0.0,0.0,0.0,173.2,2.07,275.0,100770.0,2025-01-06 11:00:00+00:00,1736161200.0
2017-01-06 12:00:00+00:00,-16.04,87.1,0.0,0.0,0.0,170.7,2.14,274.0,100840.0,2025-01-06 12:00:00+00:00,1736164800.0
2017-01-06 13:00:00+00:00,-16.67,83.3,102.75,1271.38,43.36,169.9,2.07,277.0,100910.0,2025-01-06 13:00:00+00:00,1736168400.0
2017-01-06 14:00:00+00:00,-16.65,83.3,233.55,894.23,72.15,170.1,1.52,275.0,101000.0,2025-01-06 14:00:00+00:00,1736172000.0
2017-01-06 15:00:00+00:00,-15.01,79.85,324.2,763.54,107.9,173.0,1.31,258.0,101080.0,2025-01-06 15:00:00+00:00,1736175600.0
2017-01-06 16:00:00+00:00,-13.16,76.75,371.9,773.22,102.75,181.3,1.52,246.0,101140.0,2025-01-06 16:00:00+00:00,1736179200.0
2017-01-06 17:00:00+00:00,-11.17,73.8,378.2,710.69,114.9,182.85,1.72,244.0,101120.0,2025-01-06 17:00:00+00:00,1736182800.0
2017-01-06 18:00:00+00:00,-9.91,68.0,320.1,569.99,121.2,184.2,2.0,242.0,101120.0,2025-01-06 18:00:00+00:00,1736186400.0
2017-01-06 19:00:00+00:00,-9.03,68.15,211.65,470.95,77.45,185.75,2.28,247.0,101190.0,2025-01-06 19:00:00+00:00,1736190000.0
2017-01-06 20:00:00+00:00,-8.87,68.25,101.75,346.72,38.35,189.45,2.0,251.0,101220.0,2025-01-06 20:00:00+00:00,1736193600.0
2017-01-06 21:00:00+00:00,-9.92,74.1,5.65,44.35,3.45,181.15,1.59,255.0,101280.0,2025-01-06 21:00:00+00:00,1736197200.0
2017-01-06 22:00:00+00:00,-11.5,80.35,0.0,0.0,0.0,176.3,1.93,269.0,101380.0,2025-01-06 22:00:00+00:00,1736200800.0
2017-01-06 23:00:00+00:00,-12.53,80.25,0.0,0.0,0.0,174.55,2.14,288.0,101450.0,2025-01-06 23:00:00+00:00,1736204400.0
2017-01-07 00:00:00+00:00,-13.36,80.15,0.0,0.0,0.0,173.75,2.21,297.0,101530.0,2025-01-07 00:00:00+00:00,1736208000.0
2017-01-07 01:00:00+00:00,-14.15,80.0,0.0,0.0,0.0,172.9,2.14,299.0,101630.0,2025-01-07 01:00:00+00:00,1736211600.0
2017-01-07 02:00:00+00:00,-15.12,79.85,0.0,0.0,0.0,171.85,1.86,304.0,101680.0,2025-01-07 02:00:00+00:00,1736215200.0
2017-01-07 03:00:00+00:00,-15.74,79.8,0.0,0.0,0.0,170.5,1.24,303.0,101740.0,2025-01-07 03:00:00+00:00,1736218800.0
2017-01-07 04:00:00+00:00,-15.11,83.45,0.0,0.0,0.0,171.05,0.62,286.0,101800.0,2025-01-07 04:00:00+00:00,1736222400.0
2017-01-07 05:00:00+00:00,-15.72,83.4,0.0,0.0,0.0,170.5,0.48,301.0,101830.0,2025-01-07 05:00:00+00:00,1736226000.0
2017-01-07 06:00:00+00:00,-16.31,83.35,0.0,0.0,0.0,168.95,0.69,326.0,101890.0,2025-01-07 06:00:00+00:00,1736229600.0
2017-01-07 07:00:00+00:00,-17.77,83.25,0.0,0.0,0.0,174.75,0.62,297.0,101940.0,2025-01-07 07:00:00+00:00,1736233200.0
2017-01-07 08:00:00+00:00,-18.71,83.1,0.0,0.0,0.0,177.85,0.9,330.0,101970.0,2025-01-07 08:00:00+00:00,1736236800.0
2017-01-07 09:00:00+00:00,-21.77,82.7,0.0,0.0,0.0,175.9,1.52,341.0,101960.0,2025-01-07 09:00:00+00:00,1736240400.0
2017-01-07 10:00:00+00:00,-22.35,82.65,0.0,0.0,0.0,178.8,1.31,334.0,102030.0,2025-01-07 10:00:00+00:00,1736244000.0
2017-01-07 11:00:00+00:00,-22.88,78.85,0.0,0.0,0.0,180.15,1.24,336.0,102080.0,2025-01-07 11:00:00+00:00,1736247600.0
2017-01-07 12:00:00+00:00,-23.06,82.55,0.0,0.0,0.0,186.55,1.1,340.0,102160.0,2025-01-07 12:00:00+00:00,1736251200.0
2017-01-07 13:00:00+00:00,-23.68,82.45,85.2,756.3,49.35,188.5,1.24,347.0,102190.0,2025-01-07 13:00:00+00:00,1736254800.0
2017-01-07 14:00:00+00:00,-22.84,78.85,160.95,371.38,93.55,186.15,0.97,1.0,102180.0,2025-01-07 14:00:00+00:00,1736258400.0
2017-01-07 15:00:00+00:00,-19.79,72.35,206.95,297.42,122.3,186.95,0.41,36.0,102200.0,2025-01-07 15:00:00+00:00,1736262000.0
2017-01-07 16:00:00+00:00,-17.93,69.5,318.4,405.56,176.55,193.7,0.41,78.0,102280.0,2025-01-07 16:00:00+00:00,1736265600.0
2017-01-07 17:00:00+00:00,-16.86,76.2,340.1,449.55,172.65,192.75,0.55,29.0,102200.0,2025-01-07 17:00:00+00:00,1736269200.0
2017-01-07 18:00:00+00:00,-15.34,73.1,325.4,540.52,135.55,187.5,0.9,26.0,102110.0,2025-01-07 18:00:00+00:00,1736272800.0
2017-01-07 19:00:00+00:00,-12.93,56.45,239.15,526.15,87.9,175.9,0.69,331.0,102070.0,2025-01-07 19:00:00+00:00,1736276400.0
2017-01-07 20:00:00+00:00,-12.57,56.45,106.95,322.88,47.05,176.3,0.69,4.0,101960.0,2025-01-07 20:00:00+00:00,1736280000.0
2017-01-07 21:00:00+00:00,-12.89,59.0,6.3,34.39,4.5,172.25,0.76,60.0,101980.0,2025-01-07 21:00:00+00:00,1736283600.0
2017-01-07 22:00:00+00:00,-13.68,64.25,0.0,0.0,0.0,167.75,0.76,66.0,102000.0,2025-01-07 22:00:00+00:00,1736287200.0
2017-01-07 23:00:00+00:00,-16.51,79.65,0.0,0.0,0.0,169.5,1.31,86.0,102010.0,2025-01-07 23:00:00+00:00,1736290800.0
2017-01-08 00:00:00+00:00,-18.61,79.45,0.0,0.0,0.0,168.95,1.66,80.0,101970.0,2025-01-08 00:00:00+00:00,1736294400.0
2017-01-08 01:00:00+00:00,-20.11,82.9,0.0,0.0,0.0,159.55,1.93,50.0,101920.0,2025-01-08 01:00:00+00:00,1736298000.0
2017-01-08 02:00:00+00:00,-20.88,82.85,0.0,0.0,0.0,160.8,2.21,25.0,101840.0,2025-01-08 02:00:00+00:00,1736301600.0
2017-01-08 03:00:00+00:00,-21.48,79.05,0.0,0.0,0.0,158.85,2.21,19.0,101820.0,2025-01-08 03:00:00+00:00,1736305200.0
2017-01-08 04:00:00+00:00,-21.99,79.0,0.0,0.0,0.0,157.9,2.14,15.0,101790.0,2025-01-08 04:00:00+00:00,1736308800.0
2017-01-08 05:00:00+00:00,-22.43,78.9,0.0,0.0,0.0,159.45,2.14,4.0,101740.0,2025-01-08 05:00:00+00:00,1736312400.0
2017-01-08 06:00:00+00:00,-23.05,78.85,0.0,0.0,0.0,156.75,2.07,353.0,101670.0,2025-01-08 06:00:00+00:00,1736316000.0
